institution_name,oclc_symbol,street_address,country_name,opac_url
Georgia State University,GSU,"100 Decatur Street SE, Atlanta, GA",United States,http://www.worldcat.org/wcpa/oclc/493260870?page=frame&url=http%3A%2F%2Fgalileo-usg-gsu-primo.hosted.exlibrisgroup.com%2Fprimo-explore%2Fsearch%3Fvid%3DGSU_V1%26sortby%3Drank%26lang%3Den_US%26query%3Dany%2Ccontains%2C200725%26checksum%3D564b1d1d7ac7e6c300151560cbf1e5cf&title=Georgia+State+University&linktype=opac&detail=GSU%3AGeorgia+State+University%3AAcademic Library&app=wcapi&id=OCPSB-
Abraham Baldwin Agricultural College,GTM,"2802 Moore Highway, ABAC 5, Tifton, GA",United States,http://www.worldcat.org/wcpa/oclc/44461841?page=frame&url=https%3A%2F%2Fgalileo-usg-abac-primo.hosted.exlibrisgroup.com%2Fprimo-explore%2Fsearch%3Fvid%3DABAC_V1%26sortby%3Drank%26lang%3Den_US%26query%3Disbn%2Ccontains%2C9780472086771%26checksum%3D6760509e559c58ccd9c5b3570a9e1c00&title=Abraham+Baldwin+Agricultural+College&linktype=opac&detail=GTM%3AAbraham+Baldwin+Agricultural+College%3AAcademic Library&app=wcapi&id=OCPSB-
Graduate Theological Union,GTX,"2400 Ridge Rd., Berkeley, CA",United States,http://www.worldcat.org/wcpa/oclc/44683551?page=frame&url=http%3A%2F%2Fgrace.gtu.edu%2Fsearch%2F%3Fsearchtype%3Di%26searcharg%3D0895810018%26checksum%3Dae91aabfa227ea5913931f14ce975e75&title=Graduate+Theological+Union&linktype=opac&detail=GTX%3AGraduate+Theological+Union%3AAcademic Library&app=wcapi&id=OCPSB-
"Niles Township High School, West",GU5,"Niles Township High Sd #219, 5701 Oakton St, Skokie, IL",United States,http://www.worldcat.org/wcpa/oclc/964256751?page=frame&url=http%3A%2F%2F64.107.155.140%2Fuhtbin%2Fcgisirsi%2FCCS%2Fx%2F0%2F57%2F49%3Fuser_id%3Dwebserver%26password%3Dpublic%26checksum%3D01c42a73522d29dde1eba69c6951757f&title=Niles+Township+High+School%2C+West&linktype=opac&detail=GU5%3ANiles+Township+High+School%2C+West%3ASchool Library&app=wcapi&id=OCPSB-
Niles North Township High School Library,GU6,"Niles Township High Sd #219, 9800 Lawler Ave, Skokie, IL",United States,http://www.worldcat.org/wcpa/oclc/964256751?page=frame&url=http%3A%2F%2F64.107.155.140%2Fuhtbin%2Fcgisirsi%2FCCS%2Fx%2F0%2F57%2F49%3Fuser_id%3Dwebserver%26password%3Dpublic%26checksum%3D01c42a73522d29dde1eba69c6951757f&title=Niles+North+Township+High+School+Library&linktype=opac&detail=GU6%3ANiles+North+Township+High+School+Library%3ASchool Library&app=wcapi&id=OCPSB-
University of Georgia,GUA,"UGA Main Library, 320 S. Jackson St., Athens, GA",United States,http://www.worldcat.org/wcpa/oclc/493260870?page=frame&url=https%3A%2F%2Fgalileo-usg-uga-primo.hosted.exlibrisgroup.com%2Fprimo-explore%2Fsearch%3Fvid%3DUGA%26sortby%3Drank%26lang%3Den_US%26query%3Dany%2Ccontains%2C00200725%26checksum%3Dfda7517e3574c3761f3a7072a17acedf&title=University+of+Georgia&linktype=opac&detail=GUA%3AUniversity+of+Georgia%3AARL Library&app=wcapi&id=OCPSB-
"University of Georgia, School of Law Library",GUB,"Alexander Campbell King Law Library, 225 Herty Drive, Athens, GA",United States,http://www.worldcat.org/wcpa/oclc/477070773?page=frame&url=http%3A%2F%2Fgavel.law.uga.edu%2F%26checksum%3D86933c0d308a0366ddaf6cc4b4162923&title=University+of+Georgia%2C+School+of+Law+Library&linktype=opac&detail=GUB%3AUniversity+of+Georgia%2C+School+of+Law+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Georgetown University - Law Library,GUL,"Edward Bennett Williams Libr, 111 G St NW, Washington, DC",United States,http://www.worldcat.org/wcpa/oclc/860511283?page=frame&url=http%3A%2F%2Fgull.georgetown.edu%2Fsearch%2Fi0691056455%26checksum%3D8f61595fa26417b4e26f391d3749ea26&title=Georgetown+University+-+Law+Library&linktype=opac&detail=GUL%3AGeorgetown+University+-+Law+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Loyola Academy,GV7,"Resource Ctr, 1100 N Laramie, Wilmette, IL",United States,http://www.worldcat.org/wcpa/oclc/964256751?page=frame&url=http%3A%2F%2F216.125.50.132%2F%26checksum%3D57fc633bff1fb656c6e3e94f1d9443b4&title=Loyola+Academy&linktype=opac&detail=GV7%3ALoyola+Academy%3ASchool Library&app=wcapi&id=OCPSB-
University of West Georgia,GWC,"1601 MAPLE ST, CARROLLTON, GA",United States,http://www.worldcat.org/wcpa/oclc/493260870?page=frame&url=http%3A%2F%2Fgalileo-usg-uwg-primo.hosted.exlibrisgroup.com%2Fprimo-explore%2Fsearch%3Ftab%3Ddefault_tab%26vid%3DUWG_V1%26checksum%3Db9d5bcf1582ca757af203c0061edeac1&title=University+of+West+Georgia&linktype=opac&detail=GWC%3AUniversity+of+West+Georgia%3AAcademic Library&app=wcapi&id=OCPSB-
Deutsche Nationalbibliothek,GWDNB,"Adickesallee 1, Frankfurt am Main",Germany,http://www.worldcat.org/wcpa/oclc/231032740?page=frame&url=https%3A%2F%2Fportal.dnb.de%2Fopac.htm%3Fmethod%3DsimpleSearch%26query%3D093951236X%26checksum%3D91c2762f48c9d8e691a2ba7a8a023f42&title=Deutsche+Nationalbibliothek&linktype=opac&detail=GWDNB%3ADeutsche+Nationalbibliothek%3AState or National Library&app=wcapi&id=OCPSB-
The George Washington University Law Library,GWL,"716 20th Street Northwest, Washington, DC",United States,http://www.worldcat.org/wcpa/oclc/860511283?page=frame&url=http%3A%2F%2Fjacob.law.gwu.edu%2Fsearch%2Fi0691056455%26checksum%3D421ef588aeb04afc4659ec919568e2dc&title=The+George+Washington+University+Law+Library&linktype=opac&detail=GWL%3AThe+George+Washington+University+Law+Library%3AAcademic Library&app=wcapi&id=OCPSB-
"Max-Planck-Institut für Bildungsforschung, Bibliothek und wissenschaftliche Information",GWMPI,"Lentzeallee 94, Berlin",Germany,http://www.worldcat.org/wcpa/oclc/760477797?page=frame&url=https%3A%2F%2Fvzlbs2.gbv.de%2FDB%3D64%2FLNG%3DDU%2F%26checksum%3D3ab7dccd57ab58b9c49434eb99397afb&title=Max-Planck-Institut+fu%CC%88r+Bildungsforschung%2C+Bibliothek+und+wissenschaftliche+Information&linktype=opac&detail=GWMPI%3AMax-Planck-Institut+fu%CC%88r+Bildungsforschung%2C+Bibliothek+und+wissenschaftliche+Information%3A&app=wcapi&id=OCPSB-
Staats- und Universitätsbibliothek Bremen,GWSUB,"Bibliothekstr., Bremen",Germany,http://www.worldcat.org/wcpa/oclc/469658895?page=frame&url=http%3A%2F%2Fwww.gbv.de%2Foclc_opc_link%2Foclc_opc_link.php%3FHILN%3D21%26OCLCNum%3D251731619%26checksum%3Dc6254436796b7f0b70b3098a954ebf15&title=Staats-+und+Universita%CC%88tsbibliothek+Bremen&linktype=opac&detail=GWSUB%3AStaats-+und+Universita%CC%88tsbibliothek+Bremen%3AAcademic Library&app=wcapi&id=OCPSB-
Gwynedd Mercy University,GWY,"Keiss Library, 1325 Sumneytown Pike, Gwynedd Valley, PA",United States,http://www.worldcat.org/wcpa/oclc/644275984?page=frame&url=http%3A%2F%2Fsirsi.gmercyu.edu%2Fuhtbin%2Fcgisirsi.exe%2Fx%2Fx%2F0%2F49%2F%26checksum%3Db95218f752c9e2941ff1d17f4e37bbc8&title=Gwynedd+Mercy+University&linktype=opac&detail=GWY%3AGwynedd+Mercy+University%3AAcademic Library&app=wcapi&id=OCPSB-
Yale University,GXR,"127 Wall St, PO Box 208215, New Haven, CT",United States,http://www.worldcat.org/wcpa/oclc/259997054?page=frame&url=http%3A%2F%2Fmorris.law.yale.edu%2Fsearch%2Fi9780520018068%26checksum%3Dcadbd0aa9cad4cc58df7205fbf8bc19c&title=Yale+University&linktype=opac&detail=GXR%3AYale+University%3AAcademic Library&app=wcapi&id=OCPSB-
"Wesleyan College, Willet Memorial Library",GYD,"4760 Forsyth Rd, Macon, GA",United States,http://www.worldcat.org/wcpa/oclc/20619185?page=frame&url=https%3A%2F%2Fwesleyancollege.on.worldcat.org%2Fsearch%3FqueryString%3Dbn%3A9780472080892%26checksum%3Da3cf4f24b804a28980449a901f3e2a75&title=Wesleyan+College%2C+Willet+Memorial+Library&linktype=opac&detail=GYD%3AWesleyan+College%2C+Willet+Memorial+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Valdosta State University,GYG,"Library, 1500 N Patterson St, Valdosta, GA",United States,http://www.worldcat.org/wcpa/oclc/260061129?page=frame&url=https%3A%2F%2Fgalileo-usg-vsu-primo.hosted.exlibrisgroup.com%2Fprimo-explore%2Fsearch%3Fvid%3DVSU%26sortby%3Drank%26lang%3Den_US%26query%3Disbn%2Ccontains%2C0472969005%26checksum%3D167898bb59b74446dd1434e1121fd72d&title=Valdosta+State+University&linktype=opac&detail=GYG%3AValdosta+State+University%3AAcademic Library&app=wcapi&id=OCPSB-
Saybrook University,GYR,"600 108th Ave. NE, Ste. 150, Bellevue, WA",United States,
Alverno College  Library,GZA,"Receiving Dock, 3400 South 43rd Street, Milwaukee, WI",United States,http://www.worldcat.org/wcpa/oclc/259997054?page=frame&url=http%3A%2F%2Ftopcat.switchinc.org%2Fcgi-bin%2Fkoha%2Fopac-search.pl%3Fidx%3Dnb%26q%3D9780520018068%26checksum%3Dd02dd2159c35f6f1c925c28a27e19308&title=Alverno+College++Library&linktype=opac&detail=GZA%3AAlverno+College++Library%3AAcademic Library&app=wcapi&id=OCPSB-
Carroll University,GZB,"100 North East Avenue, Waukesha, WI",United States,http://www.worldcat.org/wcpa/oclc/44461841?page=frame&url=http%3A%2F%2Fpiocat.carrollu.edu%2Fsearch%2F%3Fsearchtype%3Di%26searcharg%3D9780472086771%26checksum%3Dec8372f1a97d97c4c1948e77ad3556f5&title=Carroll+University&linktype=opac&detail=GZB%3ACarroll+University%3AAcademic Library&app=wcapi&id=OCPSB-
Carthage College - Hedberg Library,GZC,"2001 Alford Park Drive, Kenosha, WI",United States,http://www.worldcat.org/wcpa/oclc/1041044402?page=frame&url=http%3A%2F%2Fcarthage.worldcat.org%2Fsearch%3Fqt%3Dwc_org_pepperdine%26q%3Dbn%3A0892640995%26checksum%3Dd558a03d98a874655011564e95e4b165&title=Carthage+College+-+Hedberg+Library&linktype=opac&detail=GZC%3ACarthage+College+-+Hedberg+Library%3AAcademic Library&app=wcapi&id=OCPSB-
University of Wisconsin-Eau Claire,GZE,"105 Garfield Avenue, Eau Claire, WI",United States,http://www.worldcat.org/wcpa/oclc/44461841?page=frame&url=https%3A%2F%2Fuwi-primoalma-prod.hosted.exlibrisgroup.com%2Fprimo-explore%2Fsearch%3Ftab%3Ddefault_tab%26search_scope%3DEverything%26vid%3DEC%26lang%3Den_US%26offset%3D0%26query%3Dany%2Ccontains%2C9780472086771%26checksum%3D691dcc68bc9c3d53fd58b85c0aed38a3&title=University+of+Wisconsin-Eau+Claire&linktype=opac&detail=GZE%3AUniversity+of+Wisconsin-Eau+Claire%3AAcademic Library&app=wcapi&id=OCPSB-
University of Wisconsin-Madison,GZH,"Ebling Library, 750 Highland Ave, Madison, WI",United States,http://www.worldcat.org/wcpa/oclc/1012338072?page=frame&url=https%3A%2F%2Fsearch.library.wisc.edu%2Fsearch%2Fcatalog%3Fmatch%3DAll%26identifiers%3D9780892648016%26checksum%3Da10826808d45df5cec6f8c20168ce995&title=University+of+Wisconsin-Madison&linktype=opac&detail=GZH%3AUniversity+of+Wisconsin-Madison%3AAcademic Library&app=wcapi&id=OCPSB-
University of Wisconsin-Madison,GZL,"Library, 975 Bascom Mall, Madison, WI",United States,http://www.worldcat.org/wcpa/oclc/477070773?page=frame&url=https%3A%2F%2Fsearch.library.wisc.edu%2Fsearch%2Fcatalog%3Fmatch%3DAll%26identifiers%3D0691030197%26checksum%3D2b4dfe231c28647156eb81d07b900bb5&title=University+of+Wisconsin-Madison&linktype=opac&detail=GZL%3AUniversity+of+Wisconsin-Madison%3AAcademic Library&app=wcapi&id=OCPSB-
"University of Wisconsin - Madison, General Library System",GZM,"Memorial Library, 728 State Street, Madison, WI",United States,http://www.worldcat.org/wcpa/oclc/806338736?page=frame&url=https%3A%2F%2Fsearch.library.wisc.edu%2Fsearch%2Fcatalog%3Fmatch%3DAll%26identifiers%3D089264902X%26checksum%3Dc5803a0068752b6ae1d411c31c0777a7&title=University+of+Wisconsin+-+Madison%2C+General+Library+System&linktype=opac&detail=GZM%3AUniversity+of+Wisconsin+-+Madison%2C+General+Library+System%3AAcademic Library&app=wcapi&id=OCPSB-
University of Wisconsin - Milwaukee,GZN,"2311 East Hartford Avenue, 2311 E Hartford Ave, Milwaukee, WI",United States,http://www.worldcat.org/wcpa/oclc/493260870?page=frame&url=https%3A%2F%2Fuwi-primoalma-prod.hosted.exlibrisgroup.com%2Fprimo-explore%2Fsearch%3Ftab%3Dmain%26search_scope%3DUWI_ALMA%26sortby%3Drank%26vid%3DMIL%26lang%3Den_US%26offset%3D0%26query%3Dany%2Ccontains%2C00200725%26checksum%3D66070ea07197874a51fa4d759c99da43&title=University+of+Wisconsin+-+Milwaukee&linktype=opac&detail=GZN%3AUniversity+of+Wisconsin+-+Milwaukee%3AAcademic Library&app=wcapi&id=OCPSB-
University of Wisconsin Oshkosh,GZO,"800 Algoma Blvd, Oshkosh, WI",United States,http://www.worldcat.org/wcpa/oclc/20619185?page=frame&url=https%3A%2F%2Fuw-primo.hosted.exlibrisgroup.com%2Fprimo-explore%2Fsearch%3Fvid%3DOSH%26search_scope%3DOSH_ALMA%26institution%3DOSH%26query%3Disbn%2Ccontains%2C9780472080892%26checksum%3D152bbc77c6ee3b0d171e182403b96a57&title=University+of+Wisconsin+Oshkosh&linktype=opac&detail=GZO%3AUniversity+of+Wisconsin+Oshkosh%3AAcademic Library&app=wcapi&id=OCPSB-
University of Wisconsin - Parkside,GZP,"900 Wood Rd, PO Box 2000, Kenosha, WI",United States,http://www.worldcat.org/wcpa/oclc/470516586?page=frame&url=http%3A%2F%2Fuw-primo.hosted.exlibrisgroup.com%2Fprimo_library%2Flibweb%2Faction%2FdlSearch.do%3Finstitution%3DPARK%26vid%3DPARK%26tab%3Ddefault_tab%26onCampus%3Dfalse%26bulkSize%3D10%26%26search_scope%3DPARK_Alma%26query%3Disbn%2Cexact%2C0804708290%26checksum%3D09d269d0b21c3cf3fdf28b129e98427f&title=University+of+Wisconsin+-+Parkside&linktype=opac&detail=GZP%3AUniversity+of+Wisconsin+-+Parkside%3AAcademic Library&app=wcapi&id=OCPSB-
Marquette University Raynor Memorial Library,GZQ,"1355 West Wisconsin Avenue, Milwaukee, WI",United States,http://www.worldcat.org/wcpa/oclc/44461841?page=frame&url=http%3A%2F%2Flibus.csd.mu.edu%2Fsearch%2Fi0892641444%26checksum%3D2975769e176ed257062e282e52179e38&title=Marquette+University+Raynor+Memorial+Library&linktype=opac&detail=GZQ%3AMarquette+University+Raynor+Memorial+Library%3AAcademic Library&app=wcapi&id=OCPSB-
University of Wisconsin-Stout,GZS,"315 10th Ave E, Menomonie, WI",United States,http://www.worldcat.org/wcpa/oclc/470516586?page=frame&url=http%3A%2F%2Fuw-primo.hosted.exlibrisgroup.com%2Fprimo_library%2Flibweb%2Faction%2FdlSearch.do%3Fvid%3DSTOUT%26institution%3DSTOUT%26search_scope%3DSTOUT_ALMA%26query%3Disbn%2Cexact%2C0804708290%26checksum%3D147580c1756c9798bb6caef4f8219689&title=University+of+Wisconsin-Stout&linktype=opac&detail=GZS%3AUniversity+of+Wisconsin-Stout%3AAcademic Library&app=wcapi&id=OCPSB-
University of Wisconsin - Whitewater,GZT,"University Library, PO Box 900, Whitewater, WI",United States,http://www.worldcat.org/wcpa/oclc/260061129?page=frame&url=https%3A%2F%2Fuw-primo.hosted.exlibrisgroup.com%2Fprimo-explore%2Fsearch%3Ftab%3Ddefault_tab%26search_scope%3Ddefault_scope%26vid%3DWW%26lang%3Den_US%26offset%3D0%26query%3Dany%2Ccontains%2C0472969005%26checksum%3D33b5c0ad7fb393cb402b9e4bb4fb495c&title=University+of+Wisconsin+-+Whitewater&linktype=opac&detail=GZT%3AUniversity+of+Wisconsin+-+Whitewater%3AAcademic Library&app=wcapi&id=OCPSB-
University of Wisconsin - La Crosse,GZU,"Murphy Library, 1631 Pine St., La Crosse, WI",United States,http://www.worldcat.org/wcpa/oclc/44461841?page=frame&url=https%3A%2F%2Fuwi-primoalma-prod.hosted.exlibrisgroup.com%2Fprimo-explore%2Fsearch%3Ftab%3Dmain%26search_scope%3DUWI_ALMA%26sortby%3Drank%26vid%3DLAX%26lang%3Den_US%26offset%3D0%26query%3Disbn%2Ccontains%2C9780472086771%26checksum%3D7dae3abc7e616381fc124a76f935734c&title=University+of+Wisconsin+-+La+Crosse&linktype=opac&detail=GZU%3AUniversity+of+Wisconsin+-+La+Crosse%3AAcademic Library&app=wcapi&id=OCPSB-
University of Wisconsin - Platteville,GZV,"1 University Plaza, 1 University Plz, Platteville, WI",United States,http://www.worldcat.org/wcpa/oclc/470516586?page=frame&url=http%3A%2F%2Fuw-primo.hosted.exlibrisgroup.com%2Fprimo_library%2Flibweb%2Faction%2FdlSearch.do%3Finstitution%3DPLATT%26vid%3DPLATT%26tab%3Ddefault_tab%26onCampus%3Dfalse%26bulkSize%3D10%26%26search_scope%3DPLATT_ALMA%26query%3Disbn%2Cexact%2C0804708290%26checksum%3D6837a34189ce0faa81b5059758420e30&title=University+of+Wisconsin+-+Platteville&linktype=opac&detail=GZV%3AUniversity+of+Wisconsin+-+Platteville%3AAcademic Library&app=wcapi&id=OCPSB-
"University of Wisconsin, Green Bay",GZW,"Cofrin Library, 2420 Nicolet Dr, Green Bay, WI",United States,http://www.worldcat.org/wcpa/oclc/44461841?page=frame&url=http%3A%2F%2Fuwi-primoalma-prod.hosted.exlibrisgroup.com%2Fprimo_library%2Flibweb%2Faction%2Fsearch.do%3Fvid%3DGB%26checksum%3D6afa7d35b945321f47ffb71c86d91027&title=University+of+Wisconsin%2C+Green+Bay&linktype=opac&detail=GZW%3AUniversity+of+Wisconsin%2C+Green+Bay%3AAcademic Library&app=wcapi&id=OCPSB-
Hong Kong Baptist University,H2K,"Level 2 Au Shue Hung Mem Bldg, 34 Renfrew Rd, Kowloon",Hong Kong,http://www.worldcat.org/wcpa/oclc/493260870?page=frame&url=http%3A%2F%2Fhkbulib.hkbu.edu.hk%2Fscreens%2Fopacmenu.html%26checksum%3D2aaa0cb95422b6504c80a54a0bd95468&title=Hong+Kong+Baptist+University&linktype=opac&detail=H2K%3AHong+Kong+Baptist+University%3AAcademic Library&app=wcapi&id=OCPSB-
Heritage University Library,H5I,"3240 Fort Road, Toppenish, WA",United States,http://www.worldcat.org/wcpa/oclc/44461841?page=frame&url=http%3A%2F%2Fheritage.wash-id.net%2Fcgi-bin%2FPwebrecon.cgi%3FBOOL1%3Dany%2Bof%2Bthese%26FLD1%3DISBN%2B%28ISBN%29%26DB%3Dlocal%26CNT%3D25%26SL%3DNone%26SAB1%3D9780472086771%26checksum%3De662c9803880b4840afc7274bd0738c2&title=Heritage+University+Library&linktype=opac&detail=H5I%3AHeritage+University+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Staats- und Universitätsbibliothek Hamburg Carl von Ossietzky,H6U,"Von-Melle-Park 3, Hamburg",Germany,http://www.worldcat.org/wcpa/oclc/493260870?page=frame&url=http%3A%2F%2Fwww.gbv.de%2Foclc_opc_link%2Foclc_opc_link.php%3FHILN%3D22%26OCLCNum%3D251879750%26checksum%3D03cc6a31c9afef05d08526117b1b89aa&title=Staats-+und+Universita%CC%88tsbibliothek+Hamburg+Carl+von+Ossietzky&linktype=opac&detail=H6U%3AStaats-+und+Universita%CC%88tsbibliothek+Hamburg+Carl+von+Ossietzky%3AAcademic Library&app=wcapi&id=OCPSB-
Hialeah Public Libraries,H7H,"190 W 49th St, Hialeah, FL",United States,http://www.worldcat.org/wcpa/oclc/710010107?page=frame&url=http%3A%2F%2F65.23.61.34%2Fuhtbin%2Fcgisirsi.exe%2Fx%2F0%2F0%2F5%2F%3Fsearchdata1%3D0520025407%26checksum%3D8c070db356dba33df6fe35a47f8b5d4c&title=Hialeah+Public+Libraries&linktype=opac&detail=H7H%3AHialeah+Public+Libraries%3APublic Library&app=wcapi&id=OCPSB-
Heartland Community College Library,H9C,"1500 W Raab Rd, Normal, IL",United States,http://www.worldcat.org/wcpa/oclc/502220726?page=frame&url=http%3A%2F%2Fvufind.carli.illinois.edu%2Fvf-hrt%2FSearch%2FHome%3Fstart_over%3D1type%3Disn%26lookfor%3D1929280165%26checksum%3D20c2757a43d881a7a5f8beb07f7f339c&title=Heartland+Community+College+Library&linktype=opac&detail=H9C%3AHeartland+Community+College+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Universität St. Gallen,H9G,"Dufourstrasse 50, St. Gallen",Switzerland,http://www.worldcat.org/wcpa/oclc/925070020?page=frame&url=http%3A%2F%2Faleph.unisg.ch%2FF%2F%3Ffunc%3Dfind-b%26find_code%3D020%26request%3D9780892640836%26checksum%3Dcd025c4f62f4c590a5cd98cddbb5297f&title=Universit%C3%A4t+St.+Gallen&linktype=opac&detail=H9G%3AUniversit%C3%A4t+St.+Gallen%3AAcademic Library&app=wcapi&id=OCPSB-
"Technische Universität Hamburg, Universitätsbibliothek",H9H,"Denickestr. 22, Hamburg",Germany,http://www.worldcat.org/wcpa/oclc/231032740?page=frame&url=https%3A%2F%2Fkatalog.tub.tuhh.de%2FSearch%2FResults%3Ftype%3DISN%26lookfor%3D093951236X%26checksum%3D38968256cfc90bfa2a6ce2d562dcfe79&title=Technische+Universit%C3%A4t+Hamburg%2C+Universit%C3%A4tsbibliothek&linktype=opac&detail=H9H%3ATechnische+Universit%C3%A4t+Hamburg%2C+Universit%C3%A4tsbibliothek%3AAcademic Library&app=wcapi&id=OCPSB-
Humber College Institute of Technology and Advanced Learning,H9Z,"North Campus Library - LRC Building, 205 Humber College Blvd, Toronto, ON",Canada,http://www.worldcat.org/wcpa/oclc/1030402038?page=frame&url=http%3A%2F%2Fhumber.ocls.ca%2Fuhtbin%2Fcgisirsi%2Fx%2F0%2F0%2F5%3Fsearchdata1%3D9781938937071%26checksum%3D61bb940e3c7c5d3fbb03ddee04378a45&title=Humber+College+Institute+of+Technology+and+Advanced+Learning&linktype=opac&detail=H9Z%3AHumber+College+Institute+of+Technology+and+Advanced+Learning%3AAcademic Library&app=wcapi&id=OCPSB-
Anoka Hennepin School District,H@A,"Media Serv, 2727 N Ferry St, Anoka, MN",United States,
Hertfordshire Libraries,HAF,"Inter-Library Loans, Hertfordshire, Central Stocks Unit, Unit 3 Centrap, Welwyn Garden City",United Kingdom,http://www.worldcat.org/wcpa/oclc/259997054?page=frame&url=https%3A%2F%2Fherts.spydus.co.uk%2Fcgi-bin%2Fspydus.exe%2FENQ%2FOPAC%2FBIBENQ%3FENTRY1_NAME%3DSBN%26ENTRY1%3D9780520018068%26checksum%3D8292fb59abfd39d59f6687f23abc5a22&title=Hertfordshire+Libraries&linktype=opac&detail=HAF%3AHertfordshire+Libraries%3APublic Library&app=wcapi&id=OCPSB-
Hampshire College,HAM,"893 West Street, Amherst, MA",United States,http://www.worldcat.org/wcpa/oclc/44461841?page=frame&url=http%3A%2F%2Ffcaw.library.umass.edu%2FF%2F%3Ffunc%3Dfind-b%26local_base%3DFCL01%26find_code%3D020%26request%3D9780472086771%26checksum%3D7221bcd9bef0a90516b7f9342202683b&title=Hampshire+College&linktype=opac&detail=HAM%3AHampshire+College%3AAcademic Library&app=wcapi&id=OCPSB-
